vehicleId, time, type, last state, creationStep, lastStep, traveledDistance, emergencyBrakes
truck_flow.154,112,Truck,FINISHED,788,900,2787.803296790876,0,
truck_flow.155,117,Truck,FINISHED,793,910,2775.3672528259617,0,
truck_flow.152,112,Truck,FINISHED,778,890,2771.877475539747,0,
truck_flow.153,180,Truck,FINISHED,782,962,2780.05,0,
truck_flow.150,126,Truck,FINISHED,768,894,2767.453723698941,0,
truck_flow.151,115,Truck,FINISHED,774,889,2785.918653686431,1,
truck_flow.149,111,Truck,FINISHED,763,874,2770.6461386564365,0,
truck_flow.147,108,Truck,FINISHED,752,860,2785.6041530686575,0,
normal_2.10,86,Car,FINISHED,25,111,2794.2705575325976,0,
truck_flow.148,126,Truck,FINISHED,758,884,2786.2313312269807,0,
normal_2.11,87,Car,FINISHED,28,115,2792.1982204964834,0,
truck_flow.145,107,Truck,FINISHED,741,848,2790.817242239305,0,
normal_2.12,89,Car,FINISHED,30,119,2767.29176731082,0,
truck_flow.146,103,Truck,FINISHED,747,850,2771.535159832484,0,
normal_2.13,91,Car,FINISHED,33,124,2774.4705284506326,0,
truck_flow.143,105,Truck,FINISHED,732,837,2770.151253954696,0,
normal_2.14,94,Car,FINISHED,35,129,2779.3048085643886,0,
truck_flow.144,107,Truck,FINISHED,737,844,2765.968516042473,0,
normal_2.15,95,Car,FINISHED,38,133,2772.1205547358563,1,
normal_2.16,97,Car,FINISHED,40,137,2775.25451364127,0,
normal_2.17,96,Car,FINISHED,43,139,2760.408004341336,1,
normal_2.18,99,Car,FINISHED,46,145,2777.7525891426126,1,
normal_2.19,95,Car,FINISHED,48,143,2768.341126847686,0,
truck_flow.141,109,Truck,FINISHED,724,833,2778.329782899479,0,
truck_flow.142,144,Truck,FINISHED,728,872,2780.05,0,
truck_flow.140,106,Truck,FINISHED,719,825,2768.4945484804584,0,
normal_2.62,104,Car,FINISHED,155,259,2773.1825182420193,0,
normal_2.63,103,Car,FINISHED,158,261,2767.472179232319,1,
normal_2.64,66,Car,COLLIDED,162,228,1625.8263464178087,0,
normal_2.65,101,Car,FINISHED,163,264,2783.5470326814893,0,
normal_2.66,102,Car,FINISHED,165,267,2770.9717960481244,0,
normal_2.67,97,Car,FINISHED,168,265,2792.3087607387693,0,
normal_2.68,102,Car,FINISHED,170,272,2767.4246560831552,0,
normal_2.69,98,Car,FINISHED,173,271,2774.135439456695,0,
truck_flow.10,102,Truck,FINISHED,53,155,2765.6566521641057,0,
normal_2.60,105,Car,FINISHED,150,255,2778.870920567103,1,
normal_2.61,105,Car,FINISHED,153,258,2776.8556386802575,1,
normal_2.73,101,Car,FINISHED,183,284,2763.4364139493086,0,
normal_2.74,101,Car,FINISHED,185,286,2784.427158830327,0,
normal_2.75,99,Car,FINISHED,188,287,2769.49595260316,0,
normal_2.76,103,Car,FINISHED,190,293,2788.9039619767223,0,
normal_2.77,102,Car,FINISHED,193,295,2784.4388253727025,0,
normal_2.78,12,Car,COLLIDED,195,207,342.56769770654887,0,
normal_2.79,41,Car,COLLIDED,198,239,1100.850823169615,0,
normal_2.70,98,Car,FINISHED,175,273,2796.0331221964707,0,
normal_2.71,78,Car,COLLIDED,178,256,2053.2400123639654,0,
normal_2.72,97,Car,FINISHED,180,277,2795.1409690260366,1,
normal_2.40,99,Car,FINISHED,100,199,2785.87284822092,2,
normal_2.41,99,Car,FINISHED,103,202,2791.4433380680784,0,
normal_2.42,99,Car,FINISHED,105,204,2762.0434141180285,0,
normal_2.43,97,Car,FINISHED,108,205,2774.1532695262385,0,
normal_2.44,100,Car,FINISHED,111,211,2783.054669892282,0,
normal_2.45,94,Car,FINISHED,113,207,2790.833316783369,0,
normal_2.46,98,Car,FINISHED,115,213,2768.0730669158993,0,
truck_flow.198,156,Truck,FINISHED,1012,1168,2790.543221672758,0,
normal_2.47,97,Car,FINISHED,118,215,2784.138090467058,0,
truck_flow.199,118,Truck,FINISHED,1017,1135,2775.523644343386,0,
normal_2.48,100,Car,FINISHED,120,220,2772.0334372816324,0,
normal_2.49,100,Car,FINISHED,123,223,2790.1954705732264,0,
truck_flow.196,120,Truck,FINISHED,1002,1122,2787.801530737077,0,
truck_flow.197,118,Truck,FINISHED,1007,1125,2787.6168233598028,0,
truck_flow.194,113,Truck,FINISHED,992,1105,2766.5592173695104,0,
truck_flow.195,129,Truck,FINISHED,997,1126,2766.3684580284403,0,
truck_flow.192,111,Truck,FINISHED,981,1092,2774.107978395752,0,
truck_flow.193,113,Truck,FINISHED,987,1100,2784.031749555109,0,
truck_flow.190,112,Truck,FINISHED,972,1084,2770.0477548685794,0,
truck_flow.191,111,Truck,FINISHED,977,1088,2791.719254241467,0,
normal_2.51,101,Car,FINISHED,128,229,2794.19950048008,1,
normal_2.52,105,Car,FINISHED,130,235,2781.8374161398137,1,
normal_2.53,101,Car,FINISHED,133,234,2786.7050985729634,0,
normal_2.54,104,Car,FINISHED,135,239,2767.518993104762,0,
normal_2.55,104,Car,FINISHED,138,242,2790.5969869606956,0,
truck_flow.189,114,Truck,FINISHED,966,1080,2778.7077052056884,0,
normal_2.56,102,Car,FINISHED,141,243,2770.587123039092,0,
normal_2.57,104,Car,FINISHED,143,247,2774.683492667853,1,
truck_flow.187,243,Truck,OUT_OF_DISTANCE,956,1199,2385.05,0,
normal_2.58,107,Car,FINISHED,146,253,2791.534353229816,2,
truck_flow.188,110,Truck,FINISHED,960,1070,2764.71439747504,0,
normal_2.59,102,Car,FINISHED,148,250,2791.75155312656,0,
truck_flow.185,124,Truck,FINISHED,945,1069,2788.0405522083247,0,
truck_flow.186,122,Truck,FINISHED,950,1072,2772.4418620257684,0,
truck_flow.183,108,Truck,FINISHED,932,1040,2785.6136568312204,0,
truck_flow.184,107,Truck,FINISHED,938,1045,2787.211281026386,0,
truck_flow.181,135,Truck,FINISHED,921,1056,2780.05,0,
truck_flow.182,108,Truck,FINISHED,927,1035,2771.2823461317903,0,
normal_2.50,10,Car,COLLIDED,125,135,303.93302494250116,0,
truck_flow.180,116,Truck,FINISHED,916,1032,2773.3956606446163,0,
normal_2.84,101,Car,FINISHED,211,312,2794.0008562997205,0,
